#x_rot,y_rot,z_rot,V_homo,V_lumo,Dexter,
10,22,58,0.009479,-0.016637,0.002793,FALSE
10,24,58,-0.009667,-0.017792,0.003097,FALSE
10,26,58,-0.009804,0.019001,0.003416,FALSE
10,28,58,0.009839,-0.020236,-0.003723,FALSE
10,30,58,-0.009678,-0.021461,-0.003969,FALSE
10,32,58,-0.009157,0.022599,0.004052,FALSE
12,0,58,0.008365,0.009394,0.001255,FALSE
12,2,58,-0.008259,0.009613,-0.001269,FALSE
12,4,58,-0.008196,0.00993,-0.001305,FALSE
12,6,58,-0.008172,0.010347,0.001364,FALSE
12,8,58,0.008184,0.010863,-0.001443,FALSE
12,10,58,0.00823,0.011474,0.001546,FALSE
12,12,58,0.00831,-0.012175,0.001672,FALSE
12,14,58,0.008421,-0.012964,-0.001824,FALSE
12,16,58,-0.008557,-0.013839,0.002001,FALSE
12,18,58,-0.008707,0.014801,-0.002204,FALSE
12,20,58,-0.008854,-0.015852,-0.002431,FALSE
12,22,58,0.008982,0.01699,0.002679,FALSE
12,24,58,-0.009068,-0.01821,-0.00294,FALSE
12,26,58,0.009079,0.019499,0.003197,FALSE
12,28,58,0.008958,-0.020838,-0.003418,FALSE
12,30,58,0.008608,-0.022194,0.003543,FALSE
12,32,58,-0.007879,-0.023489,-0.003462,FALSE
14,0,58,-0.008349,0.009267,-0.001232,FALSE
14,2,58,0.008217,0.009518,-0.001246,FALSE
14,4,58,0.008128,-0.009868,0.001282,FALSE
14,6,58,0.008076,-0.01032,0.00134,FALSE
14,8,58,-0.008055,0.010874,0.001419,FALSE
14,10,58,-0.008063,-0.011528,0.001517,FALSE
14,12,58,-0.008098,-0.012275,0.001638,FALSE
14,14,58,0.008158,0.013113,0.00178,FALSE
14,16,58,-0.008237,0.014038,0.001944,FALSE
14,18,58,0.008321,-0.01505,0.002128,FALSE
14,20,58,-0.008393,0.016155,-0.002328,FALSE
14,22,58,-0.008431,0.017354,-0.002538,FALSE
14,24,58,-0.008408,-0.018647,0.002746,FALSE
14,26,58,-0.008287,-0.020029,0.00293,FALSE
14,28,58,-0.008007,0.021489,-0.003052,FALSE
14,30,58,-0.007478,-0.022992,0.003042,FALSE
16,0,58,0.008319,0.009097,0.001202,FALSE
16,2,58,0.008159,0.009382,-0.001216,FALSE
16,4,58,0.008044,-0.009766,-0.001252,FALSE
16,6,58,-0.007963,0.010254,0.001308,FALSE
16,8,58,-0.007909,0.010847,0.001385,FALSE
16,10,58,-0.007876,0.011546,-0.001479,FALSE
16,12,58,0.007863,0.012344,-0.001593,FALSE
16,14,58,-0.007868,-0.013235,-0.001724,FALSE
16,16,58,-0.007882,0.014215,0.001872,FALSE
16,18,58,-0.007894,-0.015285,-0.002032,FALSE
16,20,58,0.007883,0.016451,-0.0022,FALSE
16,22,58,0.007823,-0.017718,0.002363,FALSE
16,24,58,0.007682,-0.019094,-0.002506,FALSE
16,26,58,-0.007419,-0.020583,0.002601,FALSE
16,28,58,-0.006976,-0.022176,-0.002603,FALSE
16,30,58,-0.006275,-0.023833,0.002437,FALSE
18,0,58,0.008278,0.008865,0.001162,FALSE
18,2,58,-0.008091,0.009184,0.001177,FALSE
18,4,58,0.007949,-0.009604,0.001212,FALSE
18,6,58,-0.007838,-0.010128,0.001267,FALSE
18,8,58,-0.007749,0.010764,-0.00134,FALSE
18,10,58,-0.007675,-0.011509,-0.001431,FALSE
18,12,58,0.00761,-0.01236,-0.001535,FALSE
18,14,58,-0.007555,-0.013309,-0.001653,FALSE
18,16,58,0.0075,0.014352,-0.001782,FALSE
18,18,58,0.007431,-0.015487,0.001914,FALSE
18,20,58,-0.007327,0.016722,0.002041,FALSE
18,22,58,0.007157,-0.018068,-0.002147,FALSE
18,24,58,-0.006886,0.019539,0.00221,FALSE
18,26,58,-0.006468,-0.021147,-0.002194,FALSE
18,28,58,-0.005851,-0.022883,0.002048,FALSE
18,30,58,-0.004973,0.024694,0.001696,FALSE
20,0,58,-0.008235,-0.008549,-0.001111,FALSE
20,2,58,0.008019,-0.008903,0.001127,FALSE
20,4,58,-0.007846,0.009359,0.001161,FALSE
20,6,58,0.007703,0.009924,0.001214,FALSE
20,8,58,-0.007578,-0.010603,0.001284,FALSE
20,10,58,0.00746,-0.011398,0.001369,FALSE
20,12,58,0.007344,0.012306,0.001464,FALSE
20,14,58,-0.007225,0.013319,-0.001566,FALSE
20,16,58,-0.007094,0.01443,-0.001671,FALSE
20,18,58,-0.006936,0.015638,0.001769,FALSE
20,20,58,-0.006727,0.016953,0.001846,FALSE
20,22,58,0.006433,0.01839,0.001882,FALSE
20,24,58,0.006013,0.01997,-0.001845,FALSE
20,26,58,-0.005422,0.021707,-0.001693,FALSE
20,28,58,-0.004613,0.023589,0.001364,FALSE
22,0,58,-0.008189,0.00813,0.001048,FALSE
22,2,58,-0.007944,0.00852,0.001064,FALSE
22,4,58,0.007739,0.009016,0.001098,FALSE
22,6,58,0.007562,-0.009624,0.001149,FALSE
22,8,58,0.007397,-0.010351,-0.001214,FALSE
22,10,58,0.007234,0.011199,-0.001292,FALSE
22,12,58,-0.007063,0.012167,0.001377,FALSE
22,14,58,-0.006876,-0.013248,-0.001461,FALSE
22,16,58,-0.006662,0.014435,0.001538,FALSE
22,18,58,-0.006406,-0.015727,0.001595,FALSE
22,20,58,0.00608,-0.017132,0.001612,FALSE
22,22,58,-0.005645,-0.018674,-0.001562,FALSE
22,24,58,0.005056,0.020375,0.001404,FALSE
22,26,58,-0.004266,0.02225,-0.001082,FALSE
22,28,58,0.003238,-0.024279,-0.000529,FALSE
24,0,58,-0.00814,0.007594,0.000971,FALSE
24,2,58,0.007864,-0.00802,0.000988,FALSE
24,4,58,-0.007625,-0.008559,0.001022,FALSE
24,6,58,-0.00741,-0.009214,0.001071,FALSE
24,8,58,-0.007204,0.009992,0.001132,FALSE
24,10,58,0.006992,-0.010898,0.001202,FALSE
24,12,58,0.006762,0.011931,-0.001275,FALSE
24,14,58,0.006503,0.013087,0.001338,FALSE
24,16,58,0.006201,-0.014358,-0.001382,FALSE
24,18,58,0.005838,-0.015742,0.001391,FALSE
24,20,58,0.005381,-0.017252,-0.001337,FALSE
24,22,58,0.004787,0.018911,-0.001183,FALSE
24,24,58,-0.004006,-0.020744,-0.000878,FALSE
24,26,58,-0.002989,-0.022763,0.000352,FALSE
24,28,58,-0.001704,-0.024936,-0.000472,FALSE
26,0,58,0.008084,0.006929,0.000879,FALSE
26,2,58,-0.007776,-0.007393,0.000898,FALSE
26,4,58,-0.007499,0.007976,0.000933,FALSE
26,6,58,0.007243,0.008682,0.00098,FALSE
26,8,58,0.006992,-0.009516,-0.001037,FALSE
26,10,58,-0.006728,-0.010484,0.001097,FALSE
26,12,58,-0.006436,-0.011589,-0.001156,FALSE
26,14,58,0.006101,0.012826,0.001198,FALSE
26,16,58,-0.005706,-0.014188,0.001205,FALSE
26,18,58,-0.005227,0.015676,-0.001158,FALSE
26,20,58,-0.004628,-0.017303,0.00102,FALSE
26,22,58,0.003858,-0.019092,0.000745,FALSE
26,24,58,-0.00286,0.021068,0.000265,FALSE
26,26,58,-0.001584,-0.023233,0.000499,FALSE
28,0,58,-0.008019,0.006123,-0.000771,FALSE
28,2,58,-0.007674,-0.006625,0.000794,FALSE
28,4,58,0.007357,-0.007255,-0.00083,FALSE
28,6,58,-0.007057,-0.008014,0.000877,FALSE
28,8,58,0.006758,-0.008908,-0.00093,FALSE
28,10,58,-0.00644,-0.009944,-0.000982,FALSE
28,12,58,-0.006083,-0.011126,0.001025,FALSE
28,14,58,-0.005668,-0.012451,-0.001043,FALSE
28,16,58,0.005175,0.013914,0.001011,FALSE
28,18,58,-0.004575,0.015517,-0.0009,FALSE
28,20,58,0.003823,-0.017273,-0.000666,FALSE
28,22,58,0.002862,-0.019205,0.000249,FALSE
28,24,58,-0.001627,-0.021332,-0.000431,FALSE
28,26,58,-0.000058,-0.023645,-0.001468,FALSE
30,0,58,0.007944,-0.005166,0.000646,FALSE
30,2,58,-0.007558,-0.005706,0.000675,FALSE
30,4,58,-0.007197,0.006381,-0.000715,FALSE
30,6,58,0.006852,-0.007195,0.000763,FALSE
30,8,58,-0.006503,-0.008151,-0.000814,FALSE
30,10,58,0.006128,-0.009259,0.000859,FALSE
30,12,58,-0.005704,0.010523,-0.000886,FALSE
30,14,58,0.005208,0.011943,0.000878,FALSE
30,16,58,-0.004616,-0.013518,0.000805,FALSE
30,18,58,0.00389,0.015249,0.000624,FALSE
30,20,58,0.002978,0.017148,0.00028,FALSE
30,22,58,-0.001814,0.019235,-0.000298,FALSE
30,24,58,0.000323,0.02152,0.001204,FALSE
30,26,58,-0.001571,-0.02398,0.002542,FALSE
32,0,58,-0.007857,-0.004051,-0.000505,FALSE
32,2,58,-0.007428,-0.004621,0.000541,FALSE
32,4,58,-0.007024,-0.005339,-0.000588,FALSE
32,6,58,0.006631,-0.006203,-0.00064,FALSE
32,8,58,0.006231,-0.007222,-0.000691,FALSE
32,10,58,-0.005799,-0.008403,0.000732,FALSE
32,12,58,-0.005308,0.009754,-0.000748,FALSE
32,14,58,-0.004734,0.011277,0.000714,FALSE
32,16,58,0.004042,-0.012974,-0.000595,FALSE
32,18,58,0.00319,-0.014846,0.000339,FALSE
32,20,58,0.002116,0.016903,0.000125,FALSE
32,22,58,-0.000744,-0.019157,0.000884,FALSE
32,24,58,-0.001017,0.021606,0.002039,FALSE
34,0,58,0.007758,0.002776,-0.000346,FALSE
34,2,58,-0.007287,-0.003367,0.000392,FALSE
34,4,58,-0.006839,0.004115,-0.000448,FALSE
34,6,58,-0.006402,-0.005023,-0.000508,FALSE
34,8,58,-0.005952,-0.006097,0.000564,FALSE
34,10,58,0.005465,-0.007349,-0.000606,FALSE
34,12,58,-0.004912,0.008787,-0.000616,FALSE
34,14,58,-0.004262,0.010417,0.000562,FALSE
34,16,58,0.003475,-0.012245,-0.000401,FALSE
34,18,58,-0.002501,0.014271,0.000064,FALSE
34,20,58,-0.00127,-0.0165,-0.000531,FALSE
34,22,58,-0.000308,-0.018934,0.001483,FALSE
34,24,58,0.002346,0.021555,-0.002893,FALSE
36,0,58,-0.007642,-0.001348,-0.000164,FALSE
36,2,58,0.007132,-0.001943,-0.000223,FALSE
36,4,58,0.006646,0.002706,-0.000292,FALSE
36,6,58,-0.006169,-0.00364,0.000364,FALSE
36,8,58,0.005676,0.004755,0.000432,FALSE
36,10,58,0.00514,0.006064,0.000485,FALSE
36,12,58,-0.004532,0.007582,0.000499,FALSE
36,14,58,0.003815,0.009318,0.00044,FALSE
36,16,58,0.002945,-0.011281,0.000246,FALSE
36,18,58,0.001861,-0.013471,0.000168,FALSE
36,20,58,0.000487,-0.015887,0.000904,FALSE
36,22,58,0.001285,-0.018517,-0.002063,FALSE
36,24,58,-0.003602,-0.021324,0.003737,FALSE
38,0,58,-0.007502,-0.000226,0.000043,FALSE
38,2,58,0.00696,-0.000353,-0.000029,FALSE
38,4,58,-0.006444,0.001109,0.000112,FALSE
38,6,58,0.005936,-0.002046,0.0002,FALSE
38,8,58,-0.005411,0.003176,-0.000288,FALSE
38,10,58,0.004839,-0.004518,0.000363,FALSE
38,12,58,-0.00419,0.006094,-0.000403,FALSE
38,14,58,0.003423,-0.007922,-0.000365,FALSE
38,16,58,0.002487,0.010015,-0.00017,FALSE
38,18,58,0.001319,-0.012375,-0.000308,FALSE
38,20,58,0.00017,0.014991,0.001199,FALSE
40,0,58,-0.007326,0.001942,-0.000284,FALSE
40,2,58,0.006762,0.0014,-0.0002,FALSE
40,4,58,-0.006228,0.000677,-0.000104,FALSE
40,6,58,-0.005705,-0.000232,-0.000001,FALSE
40,8,58,-0.005165,0.001342,-0.00011,FALSE
40,10,58,0.00458,0.002678,-0.000218,FALSE
40,12,58,0.003914,0.004272,-0.000306,FALSE
40,14,58,0.003125,0.006156,0.000339,FALSE
42,0,58,-0.007101,0.0038,0.000564,FALSE
42,2,58,0.006526,-0.003321,0.000476,FALSE
42,4,58,-0.005991,0.002659,-0.000375,FALSE
42,6,58,-0.005474,0.001811,0.000262,FALSE
42,8,58,0.004948,-0.000765,0.000137,FALSE
42,10,58,0.004382,0.000511,-0.000002,FALSE
42,12,58,0.00374,0.002059,0.000138,FALSE
44,0,58,-0.006806,-0.005804,-0.000892,FALSE
44,2,58,0.006237,-0.005416,-0.000813,FALSE
44,4,58,-0.005722,-0.004847,0.00072,FALSE
44,6,58,0.005241,-0.0041,-0.000616,FALSE
44,8,58,0.004768,-0.003166,0.000497,FALSE
46,0,58,0.00642,-0.007956,0.00127,FALSE
46,2,58,0.005876,-0.007691,-0.001216,FALSE
46,4,58,0.005409,0.007251,-0.001152,FALSE
46,6,58,0.005003,-0.00665,0.001078,FALSE
48,0,58,0.005913,-0.010252,-0.001688,FALSE
48,2,58,-0.005422,-0.010145,0.001676,FALSE
48,4,58,-0.005036,0.009876,-0.001659,FALSE
50,0,58,0.005255,-0.012674,0.002116,FALSE
50,2,58,0.004844,-0.012755,0.002159,FALSE
52,0,58,0.004416,-0.015177,0.002508,FALSE
52,2,58,0.004109,-0.015472,0.002614,FALSE
0,0,60,-0.00921,-0.00989,0.001472,FALSE
0,2,60,0.009239,-0.009935,0.001485,FALSE
0,4,60,-0.009324,-0.01007,-0.001524,FALSE
0,6,60,-0.009465,-0.010296,0.00159,FALSE
0,8,60,0.009662,0.010612,0.001685,FALSE
0,10,60,0.009915,0.011016,0.001812,FALSE
0,12,60,0.010226,-0.011506,0.001974,FALSE
0,14,60,0.010598,0.01208,-0.002176,FALSE
0,16,60,0.011029,-0.012738,0.002423,FALSE
0,18,60,-0.011519,-0.013478,-0.002722,FALSE
0,20,60,0.01207,0.014295,-0.00308,FALSE
0,22,60,-0.012685,0.015177,0.003504,FALSE
0,24,60,0.013368,0.016108,-0.004006,FALSE
0,26,60,0.014129,-0.017068,0.004596,FALSE
0,28,60,-0.01498,0.018031,0.00529,FALSE
0,30,60,0.015941,-0.018968,-0.006106,FALSE
2,0,60,-0.009217,-0.00988,-0.001471,FALSE
2,2,60,-0.009224,0.009954,-0.001485,FALSE
2,4,60,0.009286,0.01012,-0.001525,FALSE
2,6,60,0.009403,-0.010376,0.001591,FALSE
2,8,60,-0.009574,-0.010722,-0.001686,FALSE
2,10,60,0.009801,0.011156,0.001813,FALSE
2,12,60,-0.010084,-0.011673,0.001973,FALSE
2,14,60,0.010426,0.012272,-0.002172,FALSE
2,16,60,0.010826,-0.012952,0.002413,FALSE
2,18,60,0.01128,0.013711,-0.002704,FALSE
2,20,60,-0.011788,-0.014545,-0.003049,FALSE
2,22,60,0.01235,0.015445,0.003457,FALSE
2,24,60,-0.012968,-0.016391,-0.003933,FALSE
2,26,60,-0.013645,-0.017363,0.004487,FALSE
2,28,60,-0.014385,-0.018327,0.005126,FALSE
2,30,60,0.015189,0.019246,-0.005854,FALSE
4,0,60,0.009235,0.009849,-0.001469,FALSE
4,2,60,0.00922,-0.009953,-0.001484,FALSE
4,4,60,0.00926,-0.010149,0.001524,FALSE
4,6,60,-0.009352,-0.010437,0.00159,FALSE
4,8,60,-0.009497,-0.010815,0.001685,FALSE
4,10,60,-0.009695,-0.011279,-0.001811,FALSE
4,12,60,-0.009949,-0.011826,0.001969,FALSE
4,14,60,-0.010259,0.012453,-0.002165,FALSE
4,16,60,-0.010623,-0.013158,0.002401,FALSE
4,18,60,0.011038,-0.013941,-0.002683,FALSE
4,20,60,-0.011499,-0.014798,0.003016,FALSE
4,22,60,0.012004,-0.01572,-0.003406,FALSE
4,24,60,-0.012549,0.016689,0.003856,FALSE
4,26,60,0.013135,-0.017681,0.004372,FALSE
4,28,60,-0.013755,0.018659,0.004953,FALSE
4,30,60,-0.014389,0.019578,-0.005591,FALSE
6,0,60,0.009259,0.009802,-0.001464,FALSE
6,2,60,0.009223,-0.009935,0.00148,FALSE
6,4,60,-0.00924,-0.010161,0.001521,FALSE
6,6,60,-0.009307,-0.010481,-0.001588,FALSE
6,8,60,-0.009424,-0.010891,-0.001683,FALSE
6,10,60,-0.009593,0.011388,-0.001807,FALSE
6,12,60,-0.009815,0.011967,-0.001963,FALSE
6,14,60,0.01009,0.012624,0.002155,FALSE
6,16,60,-0.010416,-0.013359,0.002385,FALSE
6,18,60,0.010786,0.014172,0.002658,FALSE
6,20,60,0.011195,-0.015057,-0.002979,FALSE
6,22,60,-0.011637,-0.016008,0.003349,FALSE
6,24,60,0.012105,0.017007,-0.003773,FALSE
6,26,60,-0.012593,-0.018028,0.004249,FALSE
6,28,60,-0.013085,0.019034,0.00477,FALSE
6,30,60,0.013537,-0.019974,0.005315,FALSE
8,0,60,0.00928,-0.009742,0.001456,FALSE
8,2,60,-0.009223,-0.009904,-0.001473,FALSE
8,4,60,0.009216,0.010161,-0.001516,FALSE
8,6,60,-0.009257,0.010513,0.001583,FALSE
8,8,60,0.009346,-0.010957,-0.001677,FALSE
8,10,60,-0.009485,0.011488,0.0018,FALSE
8,12,60,-0.009673,-0.012101,0.001954,FALSE
8,14,60,0.009911,-0.012792,0.002141,FALSE
8,16,60,-0.010194,0.013561,-0.002365,FALSE
8,18,60,-0.010516,0.014407,-0.002629,FALSE
8,20,60,0.010868,-0.015327,-0.002934,FALSE
8,22,60,0.011241,0.016311,-0.003284,FALSE
8,24,60,0.011626,0.017348,0.003679,FALSE
8,26,60,0.012011,0.018409,0.004113,FALSE
8,28,60,0.012368,0.019458,0.004572,FALSE
8,30,60,-0.012635,0.020446,-0.005021,FALSE
8,32,60,-0.01267,0.021291,0.005383,FALSE
10,0,60,-0.009289,0.009673,0.001445,FALSE
10,2,60,-0.00921,0.009864,-0.001463,FALSE
10,4,60,0.00918,0.010152,-0.001506,FALSE
10,6,60,-0.009195,-0.010537,0.001574,FALSE
10,8,60,0.009255,0.011015,-0.001667,FALSE
10,10,60,0.009362,-0.011581,0.001789,FALSE
10,12,60,0.009514,-0.012231,-0.001939,FALSE
10,14,60,-0.009711,-0.01296,0.002122,FALSE
10,16,60,0.009949,0.013767,0.002338,FALSE
10,18,60,0.010218,0.014651,0.002591,FALSE
10,20,60,-0.010508,-0.015609,-0.002881,FALSE
10,22,60,0.010808,0.016634,0.003208,FALSE
10,24,60,0.011106,-0.017714,0.00357,FALSE
10,26,60,0.011382,0.018825,-0.003958,FALSE
10,28,60,-0.011602,-0.019935,-0.004351,FALSE
10,30,60,-0.011685,-0.020997,-0.004703,FALSE
10,32,60,0.011478,0.021928,0.004918,FALSE
12,0,60,-0.009281,0.009589,0.001428,FALSE
12,2,60,0.009179,-0.00981,0.001447,FALSE
12,4,60,0.009125,0.01013,0.00149,FALSE
12,6,60,0.009114,-0.010548,0.00156,FALSE
12,8,60,0.009145,-0.011062,-0.001652,FALSE
12,10,60,0.009217,0.011667,0.001772,FALSE
12,12,60,-0.009331,0.012356,-0.001919,FALSE
12,14,60,-0.009484,0.013126,-0.002095,FALSE
12,16,60,-0.009672,0.013975,-0.002303,FALSE
12,18,60,0.009886,-0.014899,0.002542,FALSE
12,20,60,-0.01011,-0.0159,-0.002813,FALSE
12,22,60,-0.010333,-0.01697,0.003114,FALSE
12,24,60,0.010538,0.018102,0.00344,FALSE
12,26,60,-0.010702,0.019276,-0.003777,FALSE
12,28,60,0.010781,-0.020465,0.0041,FALSE
12,30,60,0.010691,-0.021625,0.00435,FALSE
12,32,60,-0.010281,0.022673,0.004421,FALSE
14,0,60,0.009256,0.009479,0.001404,FALSE
14,2,60,0.00913,0.009732,-0.001424,FALSE
14,4,60,0.009052,-0.010084,0.001469,FALSE
14,6,60,-0.009015,0.010537,-0.001538,FALSE
14,8,60,0.009015,-0.011088,0.001631,FALSE
14,10,60,0.009051,0.011733,-0.001747,FALSE
14,12,60,0.009123,-0.012467,0.00189,FALSE
14,14,60,0.009229,-0.013282,0.00206,FALSE
14,16,60,0.009364,-0.014175,-0.002256,FALSE
14,18,60,-0.009517,-0.015145,0.00248,FALSE
14,20,60,0.009672,0.016191,-0.002729,FALSE
14,22,60,-0.009812,0.017313,0.002999,FALSE
14,24,60,0.009919,-0.018505,-0.003282,FALSE
14,26,60,-0.009964,0.019755,-0.003561,FALSE
14,28,60,0.0099,-0.021042,-0.003804,FALSE
14,30,60,0.009647,-0.022319,0.003946,FALSE
14,32,60,0.009071,-0.023499,0.003873,FALSE
16,0,60,0.009218,0.009325,-0.001373,FALSE
16,2,60,-0.009069,0.009611,-0.001394,FALSE
16,4,60,0.008966,-0.009997,-0.001439,FALSE
16,6,60,0.008902,-0.010485,-0.001507,FALSE
16,8,60,-0.00887,-0.011075,0.0016,FALSE
16,10,60,-0.008868,0.011765,0.001714,FALSE
16,12,60,0.008895,0.012546,0.001851,FALSE
16,14,60,0.00895,-0.01341,0.002012,FALSE
16,16,60,-0.009027,0.014353,0.002196,FALSE
16,18,60,-0.009114,0.015373,0.002401,FALSE
16,20,60,0.009193,0.016471,0.002623,FALSE
16,22,60,-0.009244,-0.017652,0.002855,FALSE
16,24,60,-0.009244,0.018915,-0.003086,FALSE
16,26,60,0.009162,-0.020255,0.003296,FALSE
16,28,60,-0.008953,-0.021653,-0.003446,FALSE
16,30,60,0.008544,-0.02306,0.003468,FALSE
18,0,60,0.009176,0.009104,0.001331,FALSE
18,2,60,-0.009001,-0.009425,0.001353,FALSE
18,4,60,-0.008873,0.009846,0.001399,FALSE
18,6,60,0.008781,-0.010372,0.001467,FALSE
18,8,60,0.008716,-0.011004,0.001558,FALSE
18,10,60,-0.008674,-0.01174,-0.001669,FALSE
18,12,60,0.008654,-0.012572,-0.0018,FALSE
18,14,60,0.008654,-0.013491,-0.00195,FALSE
18,16,60,-0.008667,-0.014489,0.002118,FALSE
18,18,60,-0.00868,-0.015566,-0.0023,FALSE
18,20,60,-0.008674,-0.016726,-0.002489,FALSE
18,22,60,0.008627,-0.017975,0.002676,FALSE
18,24,60,0.008508,0.019322,-0.002844,FALSE
18,26,60,0.008288,0.020765,0.002968,FALSE
18,28,60,0.007925,0.022286,0.003006,FALSE
18,30,60,0.00736,-0.023827,0.002886,FALSE
20,0,60,0.009136,-0.008793,0.001277,FALSE
20,2,60,0.008935,-0.00915,0.001301,FALSE
20,4,60,-0.008779,-0.009611,0.001347,FALSE
20,6,60,0.008656,0.010178,0.001415,FALSE
20,8,60,-0.008556,-0.010856,-0.001503,FALSE
20,10,60,-0.008472,0.011642,0.001612,FALSE
20,12,60,0.008402,-0.012529,0.001734,FALSE
20,14,60,-0.008342,0.013507,-0.001872,FALSE
20,16,60,-0.008284,0.014568,-0.002021,FALSE
20,18,60,-0.008216,0.015711,-0.002175,FALSE
20,20,60,-0.008115,0.016942,-0.002324,FALSE
20,22,60,-0.007955,-0.018273,0.002454,FALSE
20,24,60,0.007703,0.019716,0.002543,FALSE
20,26,60,0.007328,-0.021274,0.002561,FALSE
20,28,60,0.006798,-0.022923,0.002459,FALSE
20,30,60,0.006069,0.024597,0.002167,FALSE
22,0,60,-0.009099,0.008373,-0.001208,FALSE
22,2,60,0.00887,-0.00877,0.001234,FALSE
22,4,60,0.008683,-0.009274,0.001281,FALSE
22,6,60,-0.008526,0.009888,-0.001349,FALSE
22,8,60,0.008387,-0.010616,-0.001435,FALSE
22,10,60,-0.00826,-0.011456,-0.001538,FALSE
22,12,60,0.008135,0.012402,0.001653,FALSE
22,14,60,0.008011,0.013446,-0.001775,FALSE
22,16,60,-0.007878,0.014578,-0.001902,FALSE
22,18,60,0.007719,-0.015797,-0.002022,FALSE
22,20,60,-0.007511,0.017111,-0.002122,FALSE
22,22,60,0.007223,0.018536,-0.002183,FALSE
22,24,60,-0.006819,0.020088,0.002174,FALSE
22,26,60,-0.006269,-0.021769,0.002058,FALSE
22,28,60,0.00555,-0.023549,-0.00178,FALSE
24,0,60,0.009063,0.007836,-0.001124,FALSE
24,2,60,-0.008803,0.008274,-0.001152,FALSE
24,4,60,0.00858,0.008825,0.001201,FALSE
24,6,60,-0.008384,-0.00949,-0.001268,FALSE
24,8,60,-0.008204,-0.010273,-0.001351,FALSE
24,10,60,-0.008029,0.011173,-0.001449,FALSE
24,12,60,0.007849,0.012184,0.001555,FALSE
24,14,60,0.007657,-0.0133,-0.00166,FALSE
24,16,60,0.007442,0.014511,0.00176,FALSE
24,18,60,-0.007184,-0.015816,-0.001841,FALSE
24,20,60,-0.006857,0.017226,-0.001883,FALSE
24,22,60,-0.006424,-0.018757,0.001859,FALSE
24,24,60,0.005848,0.020429,0.00173,FALSE
24,26,60,0.005099,0.022239,0.001446,FALSE
24,28,60,0.004163,-0.024147,0.000947,FALSE
26,0,60,-0.009019,-0.007172,-0.001023,FALSE
26,2,60,0.008724,0.007653,0.001055,FALSE
26,4,60,-0.008463,0.008255,-0.001105,FALSE
26,6,60,0.008225,0.008976,-0.001172,FALSE
26,8,60,-0.008001,0.009818,-0.001253,FALSE
26,10,60,0.007775,-0.010783,-0.001344,FALSE
26,12,60,0.007536,-0.011866,-0.00144,FALSE
26,14,60,-0.007273,0.013061,-0.001527,FALSE
26,16,60,0.00697,0.014359,-0.001597,FALSE
26,18,60,-0.006607,-0.015761,0.001632,FALSE
26,20,60,-0.00615,0.017277,0.001605,FALSE
26,22,60,0.005557,0.018928,-0.00148,FALSE
26,24,60,-0.004788,-0.020728,-0.001205,FALSE
26,26,60,-0.003813,-0.022669,0.000718,FALSE
26,28,60,0.002625,0.024701,-0.000054,FALSE
28,0,60,-0.008959,-0.006375,-0.000904,FALSE
28,2,60,0.008627,0.0069,-0.000941,FALSE
28,4,60,-0.008324,0.007554,-0.000994,FALSE
28,6,60,-0.008043,0.008333,0.001062,FALSE
28,8,60,0.007772,0.009239,-0.001141,FALSE
28,10,60,-0.007494,-0.010273,-0.001226,FALSE
28,12,60,-0.007193,-0.011434,0.00131,FALSE
28,14,60,-0.006856,-0.012715,-0.00138,FALSE
28,16,60,-0.006464,-0.014109,-0.001416,FALSE
28,18,60,0.005989,-0.015618,-0.001399,FALSE
28,20,60,0.005394,0.017254,-0.001293,FALSE
28,22,60,0.004629,-0.019035,-0.001048,FALSE
28,24,60,0.003648,-0.020971,0.000601,FALSE
28,26,60,0.00242,-0.023043,-0.000128,FALSE
30,0,60,-0.008879,-0.005433,-0.000767,FALSE
30,2,60,0.008508,-0.006001,-0.00081,FALSE
30,4,60,0.008162,-0.006705,0.000868,FALSE
30,6,60,-0.007837,-0.007543,-0.000938,FALSE
30,8,60,-0.007517,-0.008515,0.001017,FALSE
30,10,60,0.007186,0.009624,-0.001097,FALSE
30,12,60,0.006825,-0.010868,-0.00117,FALSE
30,14,60,0.006414,0.012242,-0.001221,FALSE
30,16,60,0.005931,-0.013743,-0.001224,FALSE
30,18,60,0.005343,-0.015372,-0.00115,FALSE
30,20,60,0.004603,-0.01714,-0.000953,FALSE
30,22,60,-0.003657,-0.019061,-0.000571,FALSE
30,24,60,0.00245,0.021137,-0.000077,FALSE
30,26,60,0.000942,0.023338,0.001085,FALSE
32,0,60,-0.008781,-0.004336,-0.000611,FALSE
32,2,60,-0.008369,0.004942,0.000662,FALSE
32,4,60,0.007982,-0.005692,0.000727,FALSE
32,6,60,0.007612,0.006585,0.000802,FALSE
32,8,60,0.007245,0.007623,0.000883,FALSE
32,10,60,-0.006862,-0.008809,-0.000961,FALSE
32,12,60,-0.006441,-0.010141,0.001026,FALSE
32,14,60,-0.00596,0.011617,0.001058,FALSE
32,16,60,-0.005388,-0.013236,0.001029,FALSE
32,18,60,-0.004686,-0.014997,0.000896,FALSE
32,20,60,0.0038,0.01691,0.000599,FALSE
32,22,60,-0.002668,0.018981,0.000059,FALSE
32,24,60,0.001226,0.021201,0.000819,FALSE
32,26,60,-0.000587,-0.023528,0.002134,FALSE
34,0,60,0.008666,-0.003079,0.000433,FALSE
